# Aggregate rate-distortion data for "BPG (4:2:0)" on kodak.
# The first column contains bits per pixel (bpp) values.
# The second column contains PSNR/sRGB/R'G'B' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.023778, 23.791201
0.028261, 24.170052
0.034131, 24.583564
0.041103, 25.022156
0.049042, 25.445649
0.058963, 25.910184
0.070547, 26.350063
0.083888, 26.822649
0.100428, 27.306609
0.117291, 27.732251
0.138370, 28.237878
0.161282, 28.676496
0.189494, 29.215355
0.219051, 29.671082
0.256016, 30.254687
0.294495, 30.730227
0.338370, 31.313155
0.385684, 31.792825
0.440687, 32.397932
0.500803, 33.028258
0.569223, 33.673742
0.642459, 34.307052
0.711308, 34.755805
0.795128, 35.401802
0.884535, 36.017190
0.977693, 36.620787
1.083310, 37.241529
1.193119, 37.858404
1.302428, 38.418848
1.425981, 38.988973
1.558065, 39.540628
1.699156, 40.065401
1.862072, 40.618115
2.036448, 41.155617
2.211966, 41.638891
2.412092, 42.137440
2.613790, 42.670036
2.838744, 43.122145
3.068833, 43.538615
3.303337, 43.918761
3.539684, 44.257987
3.787450, 44.565300
4.045572, 44.851237
4.317412, 45.123028
4.674708, 45.475263
4.988948, 45.777371
5.355372, 46.138732
5.604246, 46.341547
5.786789, 46.442053
5.974362, 46.512323
6.206643, 46.555544
6.442166, 46.571582
