# Aggregate rate-distortion data for "BPG (4:2:0)" on kodak.
# The first column contains bits per pixel (bpp) values.
# The second column contains PSNR/sRGB/Y' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.023778, 24.287397
0.028261, 24.656549
0.034131, 25.081641
0.041103, 25.532309
0.049042, 25.959701
0.058963, 26.436699
0.070547, 26.888642
0.083888, 27.364920
0.100428, 27.863698
0.117291, 28.376307
0.138370, 28.896861
0.161282, 29.446395
0.189494, 30.006163
0.219051, 30.579280
0.256016, 31.202506
0.294495, 31.822498
0.338370, 32.446956
0.385684, 33.105627
0.440687, 33.765992
0.500803, 34.455874
0.569223, 35.174676
0.642459, 35.892505
0.711308, 36.574298
0.795128, 37.318759
0.884535, 38.043481
0.977693, 38.762396
1.083310, 39.525261
1.193119, 40.281401
1.302428, 40.980401
1.425981, 41.719674
1.558065, 42.455765
1.699156, 43.185852
1.862072, 43.985735
2.036448, 44.795614
2.211966, 45.562363
2.412092, 46.401347
2.613790, 47.236733
2.838744, 48.082587
3.068833, 48.883490
3.303337, 49.617310
3.539684, 50.316557
3.787450, 50.969575
4.045572, 51.578434
4.317412, 52.209164
4.674708, 53.044924
4.988948, 53.716035
5.355372, 54.560764
5.604246, 55.138053
5.786789, 55.387165
5.974362, 55.479543
6.206643, 55.541225
6.442166, 55.570424
