# Aggregate rate-distortion data for "BPG (4:2:0)" on kodak.
# The first column contains bits per pixel (bpp) values.
# The second column contains MS-SSIM/sRGB/Y' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#  2. We often graph MS-SSIM values in dB for visual clarity using:
#     ms_ssim_db = -10 * log10(1 - ms_ssim).
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.023778, 0.801437
0.028261, 0.816676
0.034131, 0.832636
0.041103, 0.848050
0.049042, 0.861437
0.058963, 0.874804
0.070547, 0.886970
0.083888, 0.898412
0.100428, 0.909857
0.117291, 0.920351
0.138370, 0.929415
0.161282, 0.938282
0.189494, 0.946236
0.219051, 0.953092
0.256016, 0.959759
0.294495, 0.965247
0.338370, 0.970061
0.385684, 0.974306
0.440687, 0.977921
0.500803, 0.981279
0.569223, 0.984035
0.642459, 0.986370
0.711308, 0.988260
0.795128, 0.990052
0.884535, 0.991473
0.977693, 0.992653
1.083310, 0.993722
1.193119, 0.994682
1.302428, 0.995391
1.425981, 0.996031
1.558065, 0.996582
1.699156, 0.997063
1.862072, 0.997527
2.036448, 0.997929
2.211966, 0.998265
2.412092, 0.998565
2.613790, 0.998821
2.838744, 0.999026
3.068833, 0.999182
3.303337, 0.999303
3.539684, 0.999406
3.787450, 0.999488
4.045572, 0.999556
4.317412, 0.999617
4.674708, 0.999691
4.988948, 0.999738
5.355372, 0.999792
5.604246, 0.999814
5.786789, 0.999823
5.974362, 0.999826
6.206643, 0.999828
6.442166, 0.999829
