# Aggregate rate-distortion data for "BPG (4:2:0)" on tecnick.
# The first column contains bits per pixel (bpp) values.
# The second column contains PSNR/sRGB/Y' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.025125, 26.063739
0.029395, 26.531558
0.034544, 27.026001
0.040463, 27.527222
0.047224, 28.023212
0.055196, 28.548342
0.064515, 29.078645
0.075126, 29.622084
0.087715, 30.180369
0.099400, 30.747134
0.114569, 31.297123
0.129411, 31.881074
0.148728, 32.464938
0.166732, 33.035111
0.191210, 33.656883
0.213960, 34.249673
0.241976, 34.833106
0.269519, 35.435336
0.303815, 36.034205
0.341726, 36.645439
0.385042, 37.272629
0.431623, 37.883622
0.472215, 38.457729
0.527420, 39.080175
0.587486, 39.685077
0.652251, 40.280246
0.727601, 40.911865
0.808301, 41.548875
0.891799, 42.136518
0.988839, 42.758578
1.095368, 43.382845
1.212718, 44.008223
1.350947, 44.692220
1.501673, 45.381934
1.659002, 46.049590
1.840322, 46.775838
2.032363, 47.545531
2.243398, 48.299913
2.469170, 49.041330
2.702498, 49.736465
2.939118, 50.392237
3.191646, 51.019688
3.457013, 51.622206
3.733283, 52.234705
4.132374, 53.169080
4.442658, 53.860895
4.800078, 54.713368
5.016470, 55.204155
5.185366, 55.458964
5.361169, 55.578423
5.578033, 55.651098
5.803359, 55.682254
