# Aggregate rate-distortion data for "BPG (4:4:4)" on tecnick.
# The first column contains bits per pixel (bpp) values.
# The second column contains MS-SSIM/sRGB/Y' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#  2. We often graph MS-SSIM values in dB for visual clarity using:
#     ms_ssim_db = -10 * log10(1 - ms_ssim).
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.025060, 0.870150
0.029257, 0.882381
0.034290, 0.894066
0.040172, 0.905037
0.046863, 0.914705
0.054726, 0.923956
0.063846, 0.932277
0.074256, 0.939948
0.086615, 0.946846
0.100555, 0.952943
0.115887, 0.958380
0.133742, 0.963374
0.153843, 0.967716
0.176214, 0.971472
0.202363, 0.975097
0.231102, 0.978112
0.261737, 0.980653
0.297317, 0.982987
0.336615, 0.984967
0.379584, 0.986800
0.430032, 0.988393
0.484752, 0.989746
0.542243, 0.990912
0.609383, 0.992025
0.682778, 0.992955
0.762960, 0.993746
0.857307, 0.994498
0.959288, 0.995200
1.066873, 0.995729
1.193355, 0.996233
1.333717, 0.996698
1.489079, 0.997108
1.673540, 0.997508
1.874180, 0.997863
2.087761, 0.998171
2.337302, 0.998461
2.606474, 0.998734
2.907534, 0.998945
3.234008, 0.999121
3.588031, 0.999272
3.955821, 0.999401
4.367805, 0.999511
4.812334, 0.999603
5.304131, 0.999679
5.975183, 0.999787
6.606795, 0.999842
7.335155, 0.999892
7.786779, 0.999903
8.188528, 0.999909
8.606709, 0.999913
9.020080, 0.999915
9.455342, 0.999916
