# Aggregate rate-distortion data for "BPG (4:2:0)" on tecnick.
# The first column contains bits per pixel (bpp) values.
# The second column contains PSNR/sRGB/R'G'B' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.025125, 25.108440
0.029395, 25.560748
0.034544, 26.028843
0.040463, 26.503189
0.047224, 26.970709
0.055196, 27.473535
0.064515, 27.965753
0.075126, 28.477030
0.087715, 28.996063
0.099400, 29.402971
0.114569, 29.912971
0.129411, 30.314543
0.148728, 30.840700
0.166732, 31.210773
0.191210, 31.761939
0.213960, 32.124665
0.241976, 32.636821
0.269519, 32.980580
0.303815, 33.493056
0.341726, 34.020723
0.385042, 34.546957
0.431623, 35.054651
0.472215, 35.335158
0.527420, 35.853048
0.587486, 36.349041
0.652251, 36.828748
0.727601, 37.327521
0.808301, 37.842482
0.891799, 38.303157
0.988839, 38.779015
1.095368, 39.244605
1.212718, 39.694798
1.350947, 40.162840
1.501673, 40.621891
1.659002, 41.045862
1.840322, 41.480828
2.032363, 42.036192
2.243398, 42.457831
2.469170, 42.859149
2.702498, 43.222989
2.939118, 43.543549
3.191646, 43.835617
3.457013, 44.103594
3.733283, 44.351841
4.132374, 44.686507
4.442658, 44.949624
4.800078, 45.245237
5.016470, 45.392588
5.185366, 45.482200
5.361169, 45.541372
5.578033, 45.575426
5.803359, 45.586806
