# Aggregate rate-distortion data for "BPG (4:2:0)" on kodak.
# The first column contains bits per pixel (bpp) values.
# The second column contains MS-SSIM/sRGB/R'G'B' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#  2. We often graph MS-SSIM values in dB for visual clarity using:
#     ms_ssim_db = -10 * log10(1 - ms_ssim).
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.023778, 0.784989
0.028261, 0.800720
0.034131, 0.816491
0.041103, 0.832549
0.049042, 0.846330
0.058963, 0.860314
0.070547, 0.872750
0.083888, 0.885062
0.100428, 0.896837
0.117291, 0.906517
0.138370, 0.916372
0.161282, 0.924601
0.189494, 0.933334
0.219051, 0.939601
0.256016, 0.947138
0.294495, 0.952187
0.338370, 0.957859
0.385684, 0.961779
0.440687, 0.966350
0.500803, 0.970688
0.569223, 0.974397
0.642459, 0.977489
0.711308, 0.979273
0.795128, 0.981873
0.884535, 0.983938
0.977693, 0.985811
1.083310, 0.987469
1.193119, 0.989031
1.302428, 0.990242
1.425981, 0.991342
1.558065, 0.992281
1.699156, 0.993105
1.862072, 0.993914
2.036448, 0.994620
2.211966, 0.995205
2.412092, 0.995756
2.613790, 0.996303
2.838744, 0.996711
3.068833, 0.997057
3.303337, 0.997373
3.539684, 0.997648
3.787450, 0.997908
4.045572, 0.998128
4.317412, 0.998322
4.674708, 0.998600
4.988948, 0.998819
5.355372, 0.999060
5.604246, 0.999147
5.786789, 0.999190
5.974362, 0.999228
6.206643, 0.999251
6.442166, 0.999261
