# Aggregate rate-distortion data for "BPG (4:2:0)" on tecnick.
# The first column contains bits per pixel (bpp) values.
# The second column contains MS-SSIM/sRGB/R'G'B' values.
#
# Notes:
#  1. Aggregate values were calculated by averaging over a constant QP value.
#  2. We often graph MS-SSIM values in dB for visual clarity using:
#     ms_ssim_db = -10 * log10(1 - ms_ssim).
#
# If you have questions or corrections, please contact:
#  David Minnen (dminnen@google.com) or George Toderici (gtoderici@google.com).

0.025125, 0.850612
0.029395, 0.863097
0.034544, 0.874936
0.040463, 0.886590
0.047224, 0.896829
0.055196, 0.906690
0.064515, 0.915611
0.075126, 0.924174
0.087715, 0.931614
0.099400, 0.937232
0.114569, 0.943534
0.129411, 0.948008
0.148728, 0.953211
0.166732, 0.956568
0.191210, 0.961057
0.213960, 0.963741
0.241976, 0.967120
0.269519, 0.969227
0.303815, 0.972081
0.341726, 0.974823
0.385042, 0.977222
0.431623, 0.979312
0.472215, 0.980360
0.527420, 0.982246
0.587486, 0.983861
0.652251, 0.985312
0.727601, 0.986708
0.808301, 0.988046
0.891799, 0.989127
0.988839, 0.990197
1.095368, 0.991166
1.212718, 0.992034
1.350947, 0.992907
1.501673, 0.993717
1.659002, 0.994432
1.840322, 0.995127
2.032363, 0.995918
2.243398, 0.996452
2.469170, 0.996917
2.702498, 0.997333
2.939118, 0.997681
3.191646, 0.998003
3.457013, 0.998266
3.733283, 0.998481
4.132374, 0.998808
4.442658, 0.999029
4.800078, 0.999237
5.016470, 0.999287
5.185366, 0.999322
5.361169, 0.999352
5.578033, 0.999368
5.803359, 0.999373
